"Institution.Source","Catalog.Number","Number.of.specimens","Family","Scientific.name","Locality","County","Latitude","Longitude","State","Date.Collected","Field.Locality.number","Collectors","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35"
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.09639,-77.92972,"NC","080811","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.52278,-77.03111,"NC","080813","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"51","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.03167,-76.98417,"NC","080813","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.03194,-76.98583,"NC","080813","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","LONG SHOAL RIVER","",35.58528,-75.87556,"NC","080814","503000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.4225,-76.83917,"NC","080819","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"8","Lepisosteidae","Lepisosteus osseus","SOUTH CREEK","",35.35778,-76.6975,"NC","080820","528370000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","GOOSE CREEK","",35.04444,-76.94083,"NC","080826","535110000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.10306,-77.01944,"NC","080827","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"25","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.10472,-77.0225,"NC","080827","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.09722,-77.93972,"NC","080828","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHOCOWINITY BAY","",35.49139,-77.03,"NC","080904","528230000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHOCOWINITY BAY","",35.49278,-77.02972,"NC","080904","528230000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","BATH CREEK","",35.45583,-76.82333,"NC","080905","528120000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06861,-76.98917,"NC","080905","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","WYSOCKING BAY","",35.425,-76.05333,"NC","080909","514000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","GOOSE CREEK","",35.04139,-76.93917,"NC","080909","535110000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","SOUTH OF SNOW’S CUT","",34.03278,-77.91917,"NC","080911","1901030100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.13139,-77.02972,"NC","080916","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"9","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.13278,-77.03139,"NC","080916","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","FARNELL BAY","",34.67444,-77.39417,"NC","080917","1201020200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","E. OF BLUFF TO LONG SH./RODAN.","",35.37056,-76.07583,"NC","080923","500170100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","E. OF BLUFF TO LONG SH./RODAN.","",35.37194,-76.07639,"NC","080923","500170100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","PANTEGO CREEK","",35.52972,-76.64222,"NC","080923","528063200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","PANTEGO CREEK","",35.53,-76.62444,"NC","080923","528063200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",34.97639,-76.77194,"NC","080930","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.44972,-76.93083,"NC","081001","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43194,-76.78333,"NC","081007","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","24, PASQUOTANK RIVER","",36.318,-76.2,"NC","081007","202000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01139,-76.98,"NC","081009","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01278,-76.97861,"NC","081009","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","11, INDIANTOWN CREEK","",36.355,-76.041,"NC","081009","201100000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.06667,-77.93056,"NC","081014","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","SNOW’S CUT","",34.10667,-77.92972,"NC","081014","1901030300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHOCOWINITY BAY","",35.49417,-77.03583,"NC","081015","528230000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHOCOWINITY BAY","",35.49528,-77.03528,"NC","081015","528230000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",35.00806,-76.71056,"NC","081016","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.06528,-76.98694,"NC","081028","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.06528,-76.9875,"NC","081028","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.06583,-76.98694,"NC","081028","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","BASIN","",33.935,-77.97444,"NC","081029","1901010100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MORGAN BAY","",34.7025,-77.41222,"NC","081105","1201020300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06389,-76.985,"NC","081119","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.10972,-77.94639,"NC","081125","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.06806,-77.94111,"NC","090218","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR016, ROCKYHOCK CREEK","",36.11113,-76.68618,"NC","090311","208010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR020, WICCACON RIVER","",36.31668,-76.89286,"NC","090311","208140000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR004, SCUPPERNONG RIVER","",35.87799,-76.3372,"NC","090312","213010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB013, POLLOCK CREEK (PEMBROKE CREEK)","",36.05768,-76.62659,"NC","090313","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.13167,-77.03056,"NC","090317","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","GAYLORD BAY","",35.41667,-76.75417,"NC","090324","528090000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR018, AHOSKIE CREEK","",36.27481,-76.90173,"NC","090324","208140200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB008, POLLOCK CREEK (PEMBROKE CREEK)","",36.08815,-76.64137,"NC","090324","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR004, BENNETTS CREEK","",36.39918,-76.75035,"NC","090325","208050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR016, ROCKYHOCK CREEK","",36.11113,-76.68618,"NC","090325","208010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB001, QUEEN ANNE CREEK","",36.05934,-76.58483,"NC","090325","207010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR004, SCUPPERNONG RIVER","",35.87799,-76.3372,"NC","090326","213010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.45,-76.9725,"NC","090331","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR004, SCUPPERNONG RIVER","",35.87799,-76.3372,"NC","090331","213010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR007, BATAVA(BONARVA)CANAL","",35.8408,-76.3631,"NC","090331","213010501","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.51,-76.56361,"NC","090401","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR004, BENNETTS CREEK","",36.39918,-76.75035,"NC","090401","208050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR020, RIDERS CREEK","",35.89178,-76.23386,"NC","090401","213010300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR032, FIRST COLONY PUMP. STA. CANAL","",35.86977,-76.29857,"NC","090401","213010800","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR004, BENNETTS CREEK","",36.39918,-76.75035,"NC","090402","208050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR003, SECOND CREEK (ABOVE RIDERS CK.)","",35.88433,-76.25207,"NC","090402","213011200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","SR008, SOMERSET (TRANSPORTATION) CANAL","",35.84336,-76.36595,"NC","090402","213010900","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CR004, BENNETTS CREEK","",36.39918,-76.75035,"NC","090403","208050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB010, QUEEN ANNE CREEK","",36.05594,-76.60601,"NC","090403","207010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05722,-76.99861,"NC","090407","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.11167,-77.92917,"NC","090407","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR005, SALMON CREEK","",36.03725,-76.76387,"NC","090407","208200000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR018, AHOSKIE CREEK","",36.27481,-76.90173,"NC","090407","208140200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR006, BEE TREE CANAL","",35.84469,-76.35397,"NC","090407","213010502","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","SR009, SCUPPERNONG RIVER","",35.86165,-76.38431,"NC","090407","213010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","SR010, SCUPPERNONG RIVER","",35.85322,-76.42039,"NC","090407","213010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","SR011, MOCCASIN (WESTERN) CANAL","",35.8517,-76.42226,"NC","090407","213010400","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR024, CHERRY CANAL","",35.82996,-76.42482,"NC","090407","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","DAVIS CREEK","",35.33833,-76.6175,"NC","090408","528380000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01167,-76.97861,"NC","090408","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01278,-76.97806,"NC","090408","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR024, CHERRY CANAL","",35.82996,-76.42482,"NC","090409","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.42722,-76.86222,"NC","090414","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","SOUTHWEST CREEK","",34.68944,-77.42583,"NC","090421","1201030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SOUTHWEST CREEK","",34.7,-77.42806,"NC","090421","1201030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"9","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.48111,-76.96056,"NC","090422","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.48278,-76.95972,"NC","090422","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01583,-76.89167,"NC","090422","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01611,-76.89472,"NC","090422","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.49778,-76.57556,"NC","090424","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06778,-76.99111,"NC","090424","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06861,-76.99111,"NC","090424","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.07139,-76.98833,"NC","090424","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.36417,-76.66,"NC","090428","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98889,-76.94889,"NC","090428","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"14","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98944,-76.94861,"NC","090428","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CR001, ROCKYHOCK CREEK","",36.13876,-76.66629,"NC","090428","208010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CR002, DILLARD CREEK","",36.22942,-76.67333,"NC","090428","208020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR017, CHINKAPIN CREEK","",36.25281,-76.84934,"NC","090428","208140100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","EB002, POLLOCK CREEK (PEMBROKE CREEK)","",36.07057,-76.64867,"NC","090428","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MC005, MACKEYS CREEK (KENDRICK CREEK)","",35.93056,-76.60972,"NC","090428","212000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR002, RIDERS CREEK","",35.89824,-76.24672,"NC","090428","213010300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR003, SECOND CREEK (ABOVE RIDERS CK.)","",35.88433,-76.25207,"NC","090428","213011200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","SR008, SOMERSET (TRANSPORTATION) CANAL","",35.84336,-76.36595,"NC","090428","213010900","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","SR024, CHERRY CANAL","",35.82996,-76.42482,"NC","090428","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"9","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43389,-76.79194,"NC","090429","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"12","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.96806,-76.81778,"NC","090429","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.06278,-77.94056,"NC","090429","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR001, ROCKYHOCK CREEK","",36.13876,-76.66629,"NC","090429","208010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR002, DILLARD CREEK","",36.22942,-76.67333,"NC","090429","208020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR073, DILLARD CREEK","",36.24375,-76.65512,"NC","090429","208020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR003, SECOND CREEK (ABOVE RIDERS CK.)","",35.88433,-76.25207,"NC","090429","213011200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR008, SOMERSET (TRANSPORTATION) CANAL","",35.84336,-76.36595,"NC","090429","213010900","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR022, CHERRY CANAL","",35.8428,-76.41763,"NC","090429","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR024, CHERRY CANAL","",35.82996,-76.42482,"NC","090429","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.47333,-76.98861,"NC","090430","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"38","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.475,-76.98722,"NC","090430","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",34.9425,-76.77444,"NC","090430","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",34.97389,-76.77111,"NC","090430","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR008, SOMERSET (TRANSPORTATION) CANAL","",35.84336,-76.36595,"NC","090430","213010900","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR022, CHERRY CANAL","",35.8428,-76.41763,"NC","090430","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.47556,-76.99972,"NC","090501","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"70","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.4775,-76.99972,"NC","090501","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR017, CHINKAPIN CREEK","",36.25281,-76.84934,"NC","090501","208140100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.45667,-76.88056,"NC","090505","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.46,-76.88083,"NC","090505","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.03778,-76.985,"NC","090505","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"56","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.03806,-76.98417,"NC","090505","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR001, ROCKYHOCK CREEK","",36.13876,-76.66629,"NC","090505","208010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR002, DILLARD CREEK","",36.22942,-76.67333,"NC","090505","208020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MC002, MAIN CANAL","",35.88164,-76.61239,"NC","090505","212030000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR022, CHERRY CANAL","",35.8428,-76.41763,"NC","090505","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR024, CHERRY CANAL","",35.82996,-76.42482,"NC","090505","213011000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.42028,-76.70417,"NC","090506","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"13","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.42361,-76.70528,"NC","090506","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01722,-76.98028,"NC","090506","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"18","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01778,-76.97917,"NC","090506","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB002, POLLOCK CREEK (PEMBROKE CREEK)","",36.07057,-76.64867,"NC","090506","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MC002, MAIN CANAL","",35.88164,-76.61239,"NC","090506","212030000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR008, SOMERSET (TRANSPORTATION) CANAL","",35.84336,-76.36595,"NC","090506","213010900","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.48639,-76.60667,"NC","090507","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.48861,-76.60583,"NC","090507","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","FARNELL BAY","",34.64944,-77.37444,"NC","090507","1201020200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR001, ROCKYHOCK CREEK","",36.13876,-76.66629,"NC","090507","208010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SR002, RIDERS CREEK","",35.89824,-76.24672,"NC","090507","213010300","",,,,,,,,,,,,,,,,,,,,,,
